address,full_address,latitude,longitude,planning_area,region,Nearest_MRT_Station,latitude_mrt,longitude_mrt,Distance_to_Nearest_MRT_km,Walking_Time_to_Nearest_MRT_min,price,unit_type,room_type,room_size_sqft,status,updated_date,link
185B Rivervale Crescent,"185B, Rivervale Crescent, Seng Kang, Northeast, 540150, Singapore",1.3929461,103.90699473099329,Seng Kang,North-East,RUMBIA LRT STATION,1.391468497,103.9059736,0.1996995134703299,2.396394161643959,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/185b-rivervale-crescent-hdb-naRrQSGnefbQH98UE2YH63
251 Compassvale Street,"Compassvale Street, Anchorvale, Seng Kang, Northeast, 541294, Singapore",1.3957998,103.8958398,Seng Kang,North-East,CHENG LIM LRT STATION,1.396277631,103.8937972,0.233193040818126,2.798316489817512,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/251-compassvale-street-hdb-aQpyLX6Ut7m4PtSZ8xBbEe
10 Kitchener Link,"Promenade Tower, 10, Kitchener Link, Kallang, Central, 207225, Singapore",1.3100903,103.85750000914551,Kallang,Central,FARRER PARK MRT STATION,1.31235984,103.8541771,0.44736795335181834,5.3684154402218205,1550.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/city-square-residences-condo-9BxQqNWLgACy7Mm6XiD5wb
97 Yishun St 81,"Yishun Street 81, Yishun, Northwest, 760845, Singapore",1.4155632,103.8356313,Yishun,North,KHATIB MRT STATION,1.41738337,103.8329799,0.357533537722573,4.290402452670876,1288.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/orchid-park-condominium-condo-QJTSrCB5x8dHLjrww49psp
2 Indus Rd,"Indus Road, Bukit Merah, Central, 161022, Singapore",1.2890186,103.8296225,Bukit Merah,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.42711739522704734,5.125408742724568,1400.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/emerald-park-condo-cXfXbw6F2ma9BmutB3gUZs
3 Elias Green,"Elias Green, Pasir Ris, Northeast, Singapore",1.3704554999999998,103.94283393230594,Pasir Ris,East,PASIR RIS MRT STATION,1.372983774,103.9492681,0.7685086695049388,9.222104034059265,1300.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/elias-green-condo-7r8K8bYLCYp6kgHLFGaMWd
481 Yio Chu Kang Rd,"481, Yio Chu Kang Road, Ang Mo Kio, Central, 787082, Singapore",1.3866742,103.84110640681214,Ang Mo Kio,North-East,LENTOR MRT STATION,1.385061947,103.8364695,0.5457359061150675,6.54883087338081,1200.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/castle-green-condo-SDn64dULv9BHWCPbkE5xcP
6 Geylang East Ave 2,"6, Geylang East Avenue 2, Geylang, Southeast, 389756, Singapore",1.3171583999999998,103.89000115405518,Geylang,Central,PAYA LEBAR MRT STATION,1.318112082,103.8930604,0.3562326292917131,4.274791551500558,1380.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/simsville-condo-6D22jcr9nFMThMjA5j9iqk
515 Dunman Rd,"Dunman Place, 515, Dunman Road, Joo Chiat, Geylang, Southeast, 430001, Singapore",1.3100100499999998,103.89574979099288,Geylang,Central,DAKOTA MRT STATION,1.308382639,103.8886626,0.80836893428893,9.70042721146716,1400.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/dunman-place-condo-5vMDXCYyYYj7rxFbePTv96
123A Rivervale Drive,"123A, Rivervale Drive, Rivervale, Seng Kang, Northeast, 541123, Singapore",1.38612055,103.90303148178711,Seng Kang,North-East,KANGKAR LRT STATION,1.383978902,103.902174,0.2565086828233537,3.0781041938802445,500.0,HDB,Common room,151.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/123a-rivervale-drive-hdb-944NH3kTdgAU5ssZXXdSzk
5 Rosyth Rd,"Rosyth Road, Hougang, Northeast, 559212, Singapore",1.3628802,103.8735942,Hougang,North-East,KOVAN MRT STATION,1.360179171,103.8850649,1.3100170159508207,15.720204191409849,850.0,Condo,Common room,300.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/rosyth-lodge-condo-aJJMbjnCcCdNiifMctfkoF
306 Bedok Rd,"Papura Chicken Essence, 306, Changi Road, Telok Kurau, Bedok, Southeast, 419784, Singapore",1.3177369,103.907056,Bedok,East,EUNOS MRT STATION,1.319778952,103.9032525,0.4799310871288806,5.759173045546567,1500.0,Condo,Master room,350.0,PARTIALLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/bedok-shopping-complex-condo-jv3Eh7kEWUKPnhSor4gK9G
266 Yishun Street 22,"Yishun Street 22, Yishun, Northwest, 760264, Singapore",1.4364221,103.8389742,Yishun,North,YISHUN MRT STATION,1.429443081,103.835005,0.8926910078579241,10.712292094295089,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/266-yishun-street-22-hdb-iEZgWrYeiRQQztq77DhkxU
402 Hougang Avenue 10,"Hougang Avenue 10, Hougang, Northeast, 538808, Singapore",1.3724479,103.890591,Hougang,North-East,HOUGANG MRT STATION,1.371292292,103.8923805,0.236819209547257,2.841830514567084,730.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/402-hougang-avenue-10-hdb-9g2iaH5nbPhnxvjVv2jDGb
22 Simei St 1,"Simei Street 1, Simei, Southeast, 520254, Singapore",1.3417037,103.9519009,Tampines,East,SIMEI MRT STATION,1.343202895,103.9533717,0.23350010420483494,2.802001250458019,1500.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/melville-park-condo-GxTCyMgh4zywsxRQ5MQYRQ
626 Pasir Ris Drive 3,"626, Pasir Ris Drive 3, Pasir Ris, Northeast, 510626, Singapore",1.3797535,103.94104198505389,Pasir Ris,East,PASIR RIS MRT STATION,1.372983774,103.9492681,1.1844171005665478,14.213005206798574,1300.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/626-pasir-ris-drive-3-hdb-ZHiqqKSuq38fFH7to5DKDH
Serangoon Garden Estate,"Serangoon Garden Way, Serangoon, Southeast, 556200, Singapore",1.3639688,103.8658082,Serangoon,North-East,LORONG CHUAN MRT STATION,1.351612171,103.8641519,1.3862759829929845,16.63531179591581,1200.0,Terraced House,Master room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/braemar-drive-landed-nY7q8jPJU7hC45VJwQ9UBg
811 Tampines Avenue 4,"UOB, 811, Tampines Avenue 4, Tampines West, Tampines, Northeast, 520811, Singapore",1.3465293,103.9375454,Tampines,East,TAMPINES WEST MRT STATION,1.345515305,103.938437,0.1501212955161826,1.8014555461941912,950.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/811-tampines-avenue-4-hdb-G9WtQqXBHSr69YDXUDjwXf
602 Bedok Reservoir Road,"602, Bedok Reservoir Road, Bedok, Northeast, 470602, Singapore",1.3293925,103.91174430354128,Bedok,East,KAKI BUKIT MRT STATION,1.334967302,103.9084597,0.7194338084634909,8.633205701561891,700.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/602-bedok-reservoir-road-hdb-mgvBncWxNZb2KRBiQy3kHG
200 Upper East Coast Rd,"Upper East Coast Road, Bedok, Southeast, 460151, Singapore",1.3167569,103.9463863,Bedok,East,TANAH MERAH MRT STATION,1.327187135,103.9463465,1.1597976547734905,13.917571857281885,1680.0,Condo,Common room,250.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/eastern-lagoon-condo-BrcyWEKPHM5idDH84PckFk
710 Woodlands Drive 70,"Woodlands Drive 70, Woodlands, Northwest, 731717, Singapore",1.4401658,103.7985222,Woodlands,North,ADMIRALTY MRT STATION,1.440585001,103.800988,0.27803306639051656,3.3363967966861985,850.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/710-woodlands-drive-70-hdb-3ruUPopUhNLetdonTDWBzq
69 Cavenagh Rd,"Cavenagh Road, Cairnhill, Newton, Central, 229616, Singapore",1.3043101,103.8413841,Newton,Central,SOMERSET MRT STATION,1.300260055,103.8390752,0.5183536113561226,6.22024333627347,2250.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/cavenagh-gardens-condo-NEbjCDMf3ZQqPDd6DUYUYa
805 Chai Chee Road,"805, Chai Chee Road, Ping-An Gardens, Bedok, Southeast, 460805, Singapore",1.324478,103.92146504951143,Bedok,East,BEDOK MRT STATION,1.323979969,103.9299845,0.9486843803789563,11.384212564547475,1200.0,HDB,Common room,129.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/805-chai-chee-road-hdb-MBLAahJEdGaaQw4D929Xca
17 Bidadari Pk Dr,"17, Bidadari Park Drive, Woodleigh, Toa Payoh, Southeast, 341115, Singapore",1.3381899000000002,103.87164111398211,Toa Payoh,Central,WOODLEIGH MRT STATION,1.339190046,103.8708183,0.1439940103775781,1.7279281245309375,1800.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/the-woodleigh-residences-the-woodleigh-mall-condo-UWbJMou4aCnv3QVuZvdvES
2 Marsiling Drive,"Marsiling Drive, Woodlands, Northwest, 731034, Singapore",1.4448812,103.7725846,Woodlands,North,MARSILING MRT STATION,1.432514421,103.7740715,1.3850206384878616,16.62024766185434,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/2-marsiling-drive-hdb-HwNZ8drL6aQ8H3U3UfYQXy
842 Woodlands Street 82,"842, Woodlands Street 82, Woodlands, Northwest, 738507, Singapore",1.44347175,103.7925191124161,Woodlands,North,WOODLANDS NORTH MRT STATION,1.4482925,103.7856927,0.9290591799099147,11.148710158918977,1000.0,HDB,Common room,170.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/842-woodlands-street-82-hdb-46MQKSGdiZbaVB8dGyKYQC
5 Kellock Rd,"Kellock Road, Tanglin, Central, 247811, Singapore",1.2925516,103.8300047,Tanglin,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.7810151481409453,9.372181777691344,2600.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/kellock-lodge-condo-n7ZTgz7YkU6mykriaomP8t
3 Kellock Rd,"Kellock Road, Tanglin, Central, 247811, Singapore",1.2925516,103.8300047,Tanglin,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.7810151481409453,9.372181777691344,2000.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/kellock-lodge-condo-cVt4qmhDQFyPpiXCuaH8eE
3 Kellock Rd,"Kellock Road, Tanglin, Central, 247811, Singapore",1.2925516,103.8300047,Tanglin,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.7810151481409453,9.372181777691344,1500.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/kellock-lodge-condo-XGhJDFbkKo7YqvdEwWJ2iS
1 Claymore Dr,"Orchard Towers, 1, Claymore Drive, Orchard, Central, 229594, Singapore",1.30756505,103.82945832455786,Orchard,Central,ORCHARD MRT STATION,1.303981012,103.8322415,0.504528173255269,6.054338079063228,2580.0,Condo,Master room,280.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/orchard-towers-condo-ETzfU5EBRowmcoDvzzSYdd
5 Kellock Rd,"Kellock Road, Tanglin, Central, 247811, Singapore",1.2925516,103.8300047,Tanglin,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.7810151481409453,9.372181777691344,2000.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/kellock-lodge-condo-8QqwupuuR9zpNwnw8TCXjU
1 Jiak Kim St,"1, Jiak Kim Street, Robertson Quay, Singapore River, Central, 169423, Singapore",1.2917166500000001,103.83496358952956,Singapore River,Central,FORT CANNING MRT STATION,1.292478928,103.8443283,1.044488444890047,12.533861338680566,7500.0,Condo,Master room,818.0,PARTIALLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/riviere-condo-fj7ofqPDLQ7ayAQuMDz2wa
116 Punggol Walk,"116, Punggol Walk, Punggol Field West, Punggol, Northeast, 820116, Singapore",1.40257335,103.89790706666035,Punggol,North-East,SOO TECK LRT STATION,1.405088585,103.8972097,0.2902259046177446,3.482710855412935,1100.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/twin-waterfalls-condo-7HWXrBF7qteRUTqAR2rGvR
874 Woodlands Street 82,"Woodlands Street 82, Woodlands, Northwest, 738507, Singapore",1.4441131,103.7928163,Woodlands,North,WOODLANDS NORTH MRT STATION,1.4482925,103.7856927,0.9181546130160012,11.017855356192015,950.0,HDB,Common room,140.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/874-woodlands-street-82-hdb-eRoUrHLhsLwhnxvEfKfQpa
148 Pasir Ris Street 13,"148, Pasir Ris Street 13, Pasir Ris, Northeast, 510148, Singapore",1.36229855,103.96210953375706,Pasir Ris,East,TAMPINES EAST MRT STATION,1.356191483,103.9546345,1.073137369454704,12.877648433456446,1000.0,HDB,Common room,150.0,PARTIALLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/148-pasir-ris-street-13-hdb-N5dN2Q2RaA9dGGNHpeh44L
282A Sengkang East Avenue,"282A, Sengkang East Avenue, Compassvale, Seng Kang, Northeast, 541282, Singapore",1.3852845,103.89204382662561,Seng Kang,North-East,RENJONG LRT STATION,1.386723922,103.8905394,0.23148612610767577,2.7778335132921095,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/282a-sengkang-east-avenue-hdb-krddXFzYMoUSHHKfbJJK6U
103 Jalan Rajah,"103, Jalan Rajah, Novena, Central, 328781, Singapore",1.3274192,103.85290901322844,Novena,Central,TOA PAYOH MRT STATION,1.332628987,103.8475018,0.8348072197311864,10.017686636774238,1200.0,HDB,Master room,200.0,PARTIALLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/103-jalan-rajah-hdb-jjYZre34unuRqb8zuvHDrQ
99 Whampoa Drive,"99, Whampoa Drive, Novena, Central, 320099, Singapore",1.32083755,103.85386860992884,Novena,Central,BOON KENG MRT STATION,1.319395706,103.8616865,0.8837435262950205,10.604922315540247,900.0,HDB,Common room,144.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/99-whampoa-drive-hdb-DgC7nCpyN94yip2YP8wrnZ
221 Ang Mo Kio Avenue 1,"221, Ang Mo Kio Avenue 1, Ang Mo Kio Grove, Ang Mo Kio, Central, 560221, Singapore",1.3664174999999998,103.83939388578351,Ang Mo Kio,North-East,MAYFLOWER MRT STATION,1.372086639,103.8368239,0.6920952364863187,8.305142837835824,800.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/221-ang-mo-kio-avenue-1-hdb-JfdZTJRCjqkJKUNnboQq2C
429 Pasir Ris Drive 6,"429, Pasir Ris Drive 6, Pasir Ris, Northeast, 510429, Singapore",1.37002425,103.95677835670564,Pasir Ris,East,PASIR RIS MRT STATION,1.372983774,103.9492681,0.8973811226000682,10.768573471200819,1050.0,HDB,Common room,180.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/429-pasir-ris-drive-6-hdb-LSkoB6Bxpy2cPGxVMnaLzk
126C Kim Tian Road,"126C, Kim Tian Road, Bukit Merah, Central, 161126, Singapore",1.2823189,103.82929280211113,Bukit Merah,Central,TIONG BAHRU MRT STATION,1.286193393,103.8270194,0.49948009717181924,5.993761166061831,1200.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/126c-kim-tian-road-hdb-ChgGWurydZPD8pjRtVfJXa
69 Lorong 6 Geylang,"Lorong 6 Geylang, Geylang, Southeast, 399166, Singapore",1.3116378,103.8764184,Geylang,Central,KALLANG MRT STATION,1.31148891,103.8713865,0.5596201097658442,6.71544131719013,1580.0,Condo,Master room,100.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/canberlin-lodge-condo-79NBNm2yDAX5uAFxgrFZVT
468 Ang Mo Kio Avenue 10,"468, Ang Mo Kio Avenue 10, Teck Ghee Horizon, Ang Mo Kio, Central, 560468, Singapore",1.3649920999999998,103.85631541517873,Ang Mo Kio,North-East,ANG MO KIO MRT STATION,1.369347304,103.849933,0.8590111153993436,10.308133384792123,1200.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/468-ang-mo-kio-avenue-10-hdb-8HMuNoNkLWjUxUCnVYpEbX
366 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore",1.4198555,103.8438519,Yishun,North,KHATIB MRT STATION,1.41738337,103.8329799,1.2394088217888835,14.872905861466602,900.0,HDB,Common room,167.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/366-yishun-ring-road-hdb-CFKd39cdKTT7A5vprkc47o
686B Woodlands Drive 73,"Woodlands Drive 73, Woodlands, Northwest, 730691, Singapore",1.4411344,103.805881,Woodlands,North,ADMIRALTY MRT STATION,1.440585001,103.800988,0.5473247728492321,6.567897274190785,550.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/686b-woodlands-drive-73-hdb-4e9ypZYPVHDZ4JbDNvdeB3
412 Saujana Road,"Blk 412, 412, Saujana Road, Fajar, Bukit Panjang, Northwest, 670414, Singapore",1.3829061999999999,103.76826647169179,Bukit Panjang,West,FAJAR LRT STATION,1.384520796,103.7708086,0.33479771614060394,4.017572593687247,850.0,HDB,Common room,120.0,PARTIALLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/412-saujana-road-hdb-E9UM9LBWuF3hmDCTNTgyfd
238 Balestier Rd,"Balestier Road, Novena, Central, 329885, Singapore",1.3266868,103.844163,Novena,Central,NOVENA MRT STATION,1.320440791,103.8438256,0.6955365450522054,8.346438540626465,1600.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/urban-heritage-condo-JNkJWjTroXPYfKkEZA8SCH
621 Senja Road,"Senja Road, Saujana, Bukit Panjang, Northwest, 677741, Singapore",1.3879007,103.764815,Bukit Panjang,West,JELAPANG LRT STATION,1.386703025,103.7645033,0.13760907230540567,1.651308867664868,600.0,HDB,Common room,107.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/621-senja-road-hdb-dfqLywJeoXGSyVbiaLXx8C
258 Kim Keat Avenue,"258, Kim Keat Avenue, Kim Keat View, Toa Payoh, Central, 310258, Singapore",1.3328511,103.85787017796162,Toa Payoh,Central,TOA PAYOH MRT STATION,1.332628987,103.8475018,1.152863725441526,13.834364705298311,1300.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/258-kim-keat-avenue-hdb-e8WqgyubnXXyYanemNCajJ
62 Teban Gardens Road,"Teban Gardens Road, Teban Gardens, Jurong East, Southwest, 600039, Singapore",1.3211952,103.7452146,Jurong East,West,JURONG EAST MRT STATION,1.33315262,103.7422865,1.3688680933474273,16.426417120169127,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/62-teban-gardens-road-hdb-2v4RCJrTCroZ5K3pse89dN
357 Woodlands Avenue 5,"357, Woodlands Avenue 5, Woodlands, Northwest, 730357, Singapore",1.43323285,103.7845391372372,Woodlands,North,WOODLANDS MRT STATION,1.436875128,103.7864851,0.4591500285002953,5.509800342003544,800.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/357-woodlands-avenue-5-hdb-KNuvSWoMnSjkKpvwRYXZKe
221 Serangoon Avenue 4,"Serangoon Avenue 4, Serangoon Green, Serangoon, Southeast, 551223, Singapore",1.3570181,103.8714251,Serangoon,North-East,SERANGOON MRT STATION,1.349707875,103.8735748,0.8472588026387023,10.167105631664429,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/221-serangoon-avenue-4-hdb-cR2DNa2rSFJZShiDrQPMxX
332 Clementi Avenue 2,"332, Clementi Avenue 2, Pasir Panjang Gardens, Clementi, Southwest, 120332, Singapore",1.31474555,103.76750914685249,Clementi,West,CLEMENTI MRT STATION,1.314954492,103.7652989,0.24679952971042923,2.961594356525151,1600.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/332-clementi-avenue-2-hdb-oBtEVMSagDxeKKvxRWUcpi
Gerald Mugliston Estate,"34, Jalan Kechubong, Hougang, Central, 799009, Singapore",1.3857547,103.876156,Hougang,North-East,FERNVALE LRT STATION,1.391885888,103.8763086,0.6819680069764531,8.183616083717437,1880.0,Terraced House,Master room,150.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/mugliston-gardens-landed-cTGPWYwd5hVVdZ9BMQgaoF
673A Edgefield Plains,"673A, Edgefield Plains, Waterway East, Punggol, Northeast, 821673, Singapore",1.40669035,103.91140464087464,Punggol,North-East,DAMAI LRT STATION,1.405234836,103.9086035,0.35092857198344474,4.211142863801337,1150.0,HDB,Common room,130.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/673a-edgefield-plains-hdb-8fJFQBXNftNgb6GLitoj2E
984C Buangkok Link,"Buangkok Link, Hougang, Northeast, 530991, Singapore",1.384548,103.8838031,Hougang,North-East,TONGKANG LRT STATION,1.389347953,103.8858441,0.5799515208204695,6.959418249845634,850.0,HDB,Common room,80.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/984c-buangkok-link-hdb-eiimPgCXeACueuuhTZs9gn
766 Woodlands Circle,"Woodlands Circle, Woodlands, Northwest, 730701, Singapore",1.4425793,103.7964254,Woodlands,North,ADMIRALTY MRT STATION,1.440585001,103.800988,0.5535382599523466,6.6424591194281595,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/766-woodlands-circle-hdb-iDcSur3EFpyNZx3VJ6KAEC
413B Fernvale Link,"413B, Fernvale Link, Fernvale, Seng Kang, Central, 792413, Singapore",1.3897949,103.87871425343397,Seng Kang,North-East,LAYAR LRT STATION,1.392079839,103.8800296,0.29314288321142085,3.5177145985370504,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/413b-fernvale-link-hdb-3H9zQFYJkL4Btuc8CdEny4
313B Anchorvale Road,"313B, Anchorvale Road, Anchorvale, Seng Kang, Northeast, 542313, Singapore",1.39138825,103.88828928121526,Seng Kang,North-East,TONGKANG LRT STATION,1.389347953,103.8858441,0.35405070472795924,4.248608456735511,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/313b-anchorvale-road-hdb-mp9joEpzRAQnNBANNsQ3iY
305A Anchorvale Link,"305A, Anchorvale Link, Anchorvale, Seng Kang, Northeast, 541305, Singapore",1.3885516,103.88799067815523,Seng Kang,North-East,TONGKANG LRT STATION,1.389347953,103.8858441,0.2545190559559358,3.05422867147123,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/305a-anchorvale-link-hdb-gXDCu5szBrBqE4gxM2cAAa
390 Yishun Avenue 6,"Yishun Avenue 6, Yishun, Northwest, 769039, Singapore",1.422224,103.8500985,Yishun,North,YISHUN MRT STATION,1.429443081,103.835005,1.8599418838299393,22.31930260595927,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/390-yishun-avenue-6-hdb-FMhsm9WrUWkp5KkymRLFVd
538 Woodlands Drive 16,"538, Woodlands Drive 16, Woodlands, Northwest, 730538, Singapore",1.42959945,103.79208353911723,Woodlands,North,WOODLANDS SOUTH MRT STATION,1.427259979,103.7938509,0.32598795001008024,3.911855400120963,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/538-woodlands-drive-16-hdb-j9NbYeMYt73pbJ8SEbo4oe
369 Woodlands Avenue 1,"369, Woodlands Avenue 1, Woodlands, Northwest, 730369, Singapore",1.4333645000000002,103.78721097484735,Woodlands,North,WOODLANDS MRT STATION,1.436875128,103.7864851,0.39861594217882385,4.783391306145886,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/369-woodlands-avenue-1-hdb-Se4f7mbMBxcdRjakBpYdjF
766 Woodlands Circle,"Woodlands Circle, Woodlands, Northwest, 730701, Singapore",1.4425793,103.7964254,Woodlands,North,ADMIRALTY MRT STATION,1.440585001,103.800988,0.5535382599523466,6.6424591194281595,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/766-woodlands-circle-hdb-5yJkV3SmY4EksYiWidewJt
522 Woodlands Drive 14,"Woodlands Drive 14, Woodlands, Northwest, 738079, Singapore",1.4338723,103.7902791,Woodlands,North,WOODLANDS MRT STATION,1.436875128,103.7864851,0.5379166476914953,6.454999772297943,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/522-woodlands-drive-14-hdb-mRdiaW8wQBeSPvc8FyxEqL
189C Rivervale Drive,"Rivervale Drive, Rivervale, Seng Kang, Northeast, 540151, Singapore",1.3916902,103.9056739,Seng Kang,North-East,RUMBIA LRT STATION,1.391468497,103.9059736,0.04144444452080186,0.4973333342496223,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/189c-rivervale-drive-hdb-VsprJdQ8LGVVWEoCgY9uw5
147 Rivervale Crescent,"Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540155, Singapore",1.3911285,103.9079238,Seng Kang,North-East,RUMBIA LRT STATION,1.391468497,103.9059736,0.22006023329547608,2.640722799545713,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/147-rivervale-crescent-hdb-QfVTJdDZN3zK48m7NZEsgk
421 Woodlands Street 41,"421, Woodlands Street 41, Woodlands, Northwest, 730421, Singapore",1.4277948,103.77461890000001,Woodlands,North,MARSILING MRT STATION,1.432514421,103.7740715,0.5283137943949666,6.339765532739599,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/421-woodlands-street-41-hdb-Ez5Eyd2hgBWLjHwY4kFRmF
678 Woodlands Avenue 6,"UOB, 678A, Woodlands Avenue 6, Woodlands, Northwest, 731678, Singapore",1.440413,103.8015174,Woodlands,North,ADMIRALTY MRT STATION,1.440585001,103.800988,0.06187791242365313,0.7425349490838375,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-22,https://99.co/singapore/rooms/property/678-woodlands-avenue-6-hdb-ixEq2yiyJRT7xMGxp8FBQh
