address,full_address,latitude,longitude,planning_area,region,Nearest_MRT_Station,latitude_mrt,longitude_mrt,Distance_to_Nearest_MRT_km,Walking_Time_to_Nearest_MRT_min,price,unit_type,room_type,room_size_sqft,status,updated_date,link
356C Ubi Road 3,"356C, Ubi Road 3, Geylang, Southeast, 403356, Singapore",1.32751605,103.8999337,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.281769621,3.381235448,1280,HDB,Common room,120,FULLY FURNISHED,07/09/2023,https://99.co/singapore/rooms/property/356c-ubi-road-3-hdb-4RVYq4mSE9cviJzMKiB6qD
356D Ubi Road 3,"356D, Ubi Road 3, Geylang, Southeast, 404356, Singapore",1.3270228,103.8999836,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.336218359,4.034620314,1700,HDB,Master room,269,PARTIALLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/356d-ubi-road-3-hdb-8o2XVR4mzvwXcemUgbCJM3
356D Ubi Road 3,"356D, Ubi Road 3, Geylang, Southeast, 404356, Singapore",1.3270228,103.8999836,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.336218359,4.034620314,1700,HDB,Master room,269,PARTIALLY FURNISHED,28/08/2023,https://99.co/singapore/rooms/property/356d-ubi-road-3-hdb-3px63vRAE7pUSkWVvCxvnX
357B Ubi Road 3,"357B, Ubi Road 3, Geylang, Southeast, 402357, Singapore",1.32837245,103.8997109,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.183395794,2.200749524,1100,HDB,Common room,130,FULLY FURNISHED,18/09/2023,https://99.co/singapore/rooms/property/357b-ubi-road-3-hdb-4WKSw3TArNzmCdAR85XLBN
357B Ubi Road 3,"357B, Ubi Road 3, Geylang, Southeast, 402357, Singapore",1.32837245,103.8997109,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.183395794,2.200749524,1300,HDB,Master room,200,FULLY FURNISHED,05/09/2023,https://99.co/singapore/rooms/property/357b-ubi-road-3-hdb-ieBwmX6iTQa4FNQoZfGVKZ
358B Ubi Road 3,"358B, Ubi Road 3, Geylang, Southeast, 402358, Singapore",1.328508,103.8999555,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.179057765,2.148693174,1100,HDB,Common room,140,FULLY FURNISHED,05/09/2023,https://99.co/singapore/rooms/property/358b-ubi-road-3-hdb-Gv6vwwYFn9UZfWxwiQ7Hra
358D Ubi Road 3,"358D, Ubi Road 3, Geylang, Southeast, 404358, Singapore",1.3294106,103.8997272,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.080456515,0.965478181,1150,HDB,Common room,100,FULLY FURNISHED,17/09/2023,https://99.co/singapore/rooms/property/358d-ubi-road-3-hdb-8Wy6uvr6hKgWacxZKAyouj
304 Ubi Avenue 1,"304, Ubi Avenue 1, Geylang, Southeast, 400304, Singapore",1.32969935,103.9015932,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.26177104,3.141252479,1000,HDB,Common room,180,FULLY FURNISHED,19/09/2023,https://99.co/singapore/rooms/property/304-ubi-avenue-1-hdb-pU3wRFxtnJaYuKZWYigkgQ
313 Ubi Avenue 1,"313, Ubi Avenue 1, Geylang, Southeast, 400313, Singapore",1.3291188,103.9039642,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.532001935,6.384023215,1200,HDB,Master room,250,FULLY FURNISHED,17/09/2023,https://99.co/singapore/rooms/property/313-ubi-avenue-1-hdb-N57kUXhgo8wRYPd86Xz3Gk
320 Ubi Avenue 1,"320, Ubi Avenue 1, Geylang, Southeast, 400320, Singapore",1.32875065,103.9042337,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.569748555,6.836982654,1800,HDB,Master room,200,FULLY FURNISHED,02/09/2023,https://99.co/singapore/rooms/property/320-ubi-avenue-1-hdb-NaXYPHpgRiBaPJLZDRtzX9
321 Ubi Avenue 1,"321, Ubi Avenue 1, Geylang, Southeast, 400321, Singapore",1.32852605,103.9047726,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.633925471,7.607105647,1200,HDB,Common room,120,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/321-ubi-avenue-1-hdb-kj9Z8fx2gJcNXbQWeHTDbp
333 Ubi Avenue 1,"333, Ubi Avenue 1, Geylang, Southeast, 400333, Singapore",1.32675935,103.9030911,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.555423306,6.665079677,1500,HDB,Common room,200,FULLY FURNISHED,14/09/2023,https://99.co/singapore/rooms/property/333-ubi-avenue-1-hdb-5sMWbSZqXh4d9WhZNAJGKw
333 Ubi Avenue 1,"333, Ubi Avenue 1, Geylang, Southeast, 400333, Singapore",1.32675935,103.9030911,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.555423306,6.665079677,1500,HDB,Common room,150,FULLY FURNISHED,30/08/2023,https://99.co/singapore/rooms/property/333-ubi-avenue-1-hdb-BhrEyRUPKFbvqZzj2u3Mjg
333 Ubi Avenue 1,"333, Ubi Avenue 1, Geylang, Southeast, 400333, Singapore",1.32675935,103.9030911,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.555423306,6.665079677,1700,HDB,Common room,70,PARTIALLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/333-ubi-avenue-1-hdb-ZzDwNYqPP65TzStVEUbeXj
334 Ubi Avenue 1,"334, Ubi Avenue 1, Geylang, Southeast, 400334, Singapore",1.32638315,103.9030432,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.57920935,6.950512198,1288,HDB,Common room,120,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/334-ubi-avenue-1-hdb-KHzRtvFvRn6GNKHsJEfYNy
349 Ubi Avenue 1,"349, Ubi Avenue 1, Geylang, Southeast, 400349, Singapore",1.3258043,103.9005447,Geylang,Central,UBI MRT STATION,1.329956826,103.8992525,0.483569442,5.8028333,1000,HDB,Common room,150,FULLY FURNISHED,10/09/2023,https://99.co/singapore/rooms/property/349-ubi-avenue-1-hdb-H884HLNuCWrrrjZVJBU2s8
636 Bedok Reservoir Road,"636, Bedok Reservoir Road, Bedok, Northeast, 410636, Singapore",1.33104865,103.9043726,Bedok,East,UBI MRT STATION,1.329956826,103.8992525,0.58197805,6.983736603,1550,HDB,Master room,180,FULLY FURNISHED,12/09/2023,https://99.co/singapore/rooms/property/636-bedok-reservoir-road-hdb-AU332AiCSyENch8pgvs3BW
636 Bedok Reservoir Road,"636, Bedok Reservoir Road, Bedok, Northeast, 410636, Singapore",1.33104865,103.9043726,Bedok,East,UBI MRT STATION,1.329956826,103.8992525,0.58197805,6.983736603,1500,HDB,Common room,150,FULLY FURNISHED,03/09/2023,https://99.co/singapore/rooms/property/636-bedok-reservoir-road-hdb-UQHDwqJSJcQqRGQA8shDFi
178 Jln Eunos,"The Navian, 178, Jalan Eunos, Bedok, Northeast, 419530, Singapore",1.3277879,103.9062782,Bedok,East,UBI MRT STATION,1.329956826,103.8992525,0.817403391,9.80884069,1380,Condo,Common room,130,FULLY FURNISHED,02/09/2023,https://99.co/singapore/rooms/property/the-navian-condo-dZmEbDDsG7gvHAHiFCxy7b
43 Edgefield Plains,"43, Edgefield Plains, Punggol Field East, Punggol, Northeast, 828709, Singapore",1.4009487,103.9076539,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.264053995,3.16864794,950,Condo,Common room,100,PARTIALLY FURNISHED,31/08/2023,https://99.co/singapore/rooms/property/waterbay-condo-VZSWj8y9ircCAM3SceozLg
47A Edgefield Plains,"47A, Edgefield Plains, Punggol Field East, Punggol, Northeast, 828714, Singapore",1.40126375,103.9077532,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.296997995,3.563975939,1050,Condo,Common room,150,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/waterbay-condo-ZyU97tMQNYsvGjeKE7YDRf
33 Punggol Field,"33 Prive, 33, Punggol Field, Punggol Field West, Punggol, Northeast, 828809, Singapore",1.40152275,103.9040965,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.324159456,3.889913473,1950,Condo,Master room,200,FULLY FURNISHED,31/08/2023,https://99.co/singapore/rooms/property/prive-condo-2pb7wCp4bK33Zik7K43zfE
35 Punggol Field,"35 Prive, 35, Punggol Field, Punggol Field West, Punggol, Northeast, 828809, Singapore",1.40128405,103.9046732,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.26472587,3.17671044,1700,Condo,Common room,200,FULLY FURNISHED,28/08/2023,https://99.co/singapore/rooms/property/prive-condo-FtKPMgmyMSx6A7PrU5PAY3
195A Punggol Road,"Blk 195A, 195A, Punggol Road, Punggol Field East, Punggol, Northeast, 820296, Singapore",1.40154095,103.9061403,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.251966957,3.023603479,1200,HDB,Master room,170,FULLY FURNISHED,13/09/2023,https://99.co/singapore/rooms/property/195a-punggol-road-hdb-9B8gT6TXn9CpxMzJhvxDMk
195A Punggol Road,"Blk 195A, 195A, Punggol Road, Punggol Field East, Punggol, Northeast, 820296, Singapore",1.40154095,103.9061403,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.251966957,3.023603479,1200,HDB,Common room,180,FULLY FURNISHED,04/09/2023,https://99.co/singapore/rooms/property/195a-punggol-road-hdb-SrZfttTNCKWN8TTYaAnC7L
101D Punggol Field,"Blk 101D, 101D, Punggol Field, Punggol Field East, Punggol, Northeast, 821196, Singapore",1.3985751,103.9062533,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.085014851,1.020178215,900,HDB,Common room,160,FULLY FURNISHED,12/09/2023,https://99.co/singapore/rooms/property/101d-punggol-field-hdb-V7b3jgvGq5DTSCRtwPPmMe
102B Punggol Field,"Blk 102B, 102B, Punggol Field, Punggol Field East, Punggol, Northeast, 820198, Singapore",1.3991946,103.9053838,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.064990267,0.77988321,1300,HDB,Master room,110,FULLY FURNISHED,13/09/2023,https://99.co/singapore/rooms/property/102b-punggol-field-hdb-4Fn3suzzG2krWw5vXkKzNv
102B Punggol Field,"Blk 102B, 102B, Punggol Field, Punggol Field East, Punggol, Northeast, 820198, Singapore",1.3991946,103.9053838,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.064990267,0.77988321,1200,HDB,Whole unit,1200,FULLY FURNISHED,05/09/2023,https://99.co/singapore/rooms/property/102b-punggol-field-hdb-4UNfXZaR2izfS3mD3HvSFw
102B Punggol Field,"Blk 102B, 102B, Punggol Field, Punggol Field East, Punggol, Northeast, 820198, Singapore",1.3991946,103.9053838,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.064990267,0.77988321,1500,HDB,Common room,150,FULLY FURNISHED,31/08/2023,https://99.co/singapore/rooms/property/102b-punggol-field-hdb-hbtDVmffrFY2HHV6CtyHq3
102B Punggol Field,"Blk 102B, 102B, Punggol Field, Punggol Field East, Punggol, Northeast, 820198, Singapore",1.3991946,103.9053838,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.064990267,0.77988321,1200,HDB,Master room,130,FULLY FURNISHED,26/08/2023,https://99.co/singapore/rooms/property/102b-punggol-field-hdb-ggbCzrqH5AKKFukYnGtod9
299 Punggol Central,"Blk 299, 299, Punggol Central, Punggol Field West, Punggol, Northeast, 820299, Singapore",1.40278825,103.9054181,Punggol,North-East,COVE LRT STATION,1.399281985,103.9059619,0.394537826,4.734453915,3500,HDB,Master room,1000,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/299-punggol-central-hdb-XtTz6PY7uJACTjvidSnW3j
42 Eastwood Rd,"Eastwood Road, Bedok, Southeast, 486593, Singapore",1.3221759,103.9585133,Bedok,East,EXPO MRT STATION,1.334549778,103.9615482,1.416671041,17.00005249,2800,Condo,Studio,420,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/eastwood-regency-condo-RtHjGJjSSBq6EbKRnRLdQP
46 Eastwood Rd,"Eastwood Road, Bedok, Southeast, 486593, Singapore",1.3221759,103.9585133,Bedok,East,EXPO MRT STATION,1.334549778,103.9615482,1.416671041,17.00005249,900,Condo,Common room,100,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/laguna-88-condo-3BT62kAzjBS3RGg3B2Eqgn
42 Eastwood Rd,"Eastwood Road, Bedok, Southeast, 486593, Singapore",1.3221759,103.9585133,Bedok,East,EXPO MRT STATION,1.334549778,103.9615482,1.416671041,17.00005249,2600,Condo,Studio,420,FULLY FURNISHED,10/09/2023,https://99.co/singapore/rooms/property/eastwood-regency-condo-FjhFDVoreB2qEkb9JXE5TR
10 Eastwood Rd,"Eastwood Road, Bedok, Southeast, 486593, Singapore",1.3221759,103.9585133,Bedok,East,EXPO MRT STATION,1.334549778,103.9615482,1.416671041,17.00005249,1050,Condo,Common room,120,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/eastwood-green-condo-SkvgaXAhwPBRHCFrD3Cf9u
Apollo Gardens,"Upper Changi Road, Simpang Bedok, Simei, Southeast, 486123, Singapore",1.3379125,103.9581086,Tampines,East,EXPO MRT STATION,1.334549778,103.9615482,0.534803832,6.417645979,1300,Terraced House,Common room,150,FULLY FURNISHED,12/09/2023,https://99.co/singapore/rooms/property/sunbird-circle-landed-hFeRVChZMjL7RMEizZuGP5
Changi South Avenue 1,"Changi South Avenue 1, Changi Business Park, Southeast, 486038, Singapore",1.3340907,103.9616382,Changi,East,EXPO MRT STATION,1.334549778,103.9615482,0.052018339,0.624220067,1600,Terraced House,Common room,200,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/changi-south-avenue-1-landed-iZY2JZ9QkvPMTQVAPmSKXX
Fuyong Estate,"1, Jalan Uji, Bukit Panjang, Northwest, 678048, Singapore",1.358096,103.768433,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.404732167,4.856786009,1200,Bungalow,Common room,150,FULLY FURNISHED,07/09/2023,https://99.co/singapore/rooms/property/jalan-uji-landed-duivFMXjC86RcX9LwejmPs
Fuyong Estate,"1, Jalan Uji, Bukit Panjang, Northwest, 678048, Singapore",1.358096,103.768433,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.404732167,4.856786009,1500,Semi-D,Master room,300,FULLY FURNISHED,14/09/2023,https://99.co/singapore/rooms/property/jalan-asas-landed-Su2BSZUL5uD6RikZydhERi
Fuyong Estate,"1, Jalan Uji, Bukit Panjang, Northwest, 678048, Singapore",1.358096,103.768433,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.404732167,4.856786009,1200,Terraced House,Master room,280,FULLY FURNISHED,12/09/2023,https://99.co/singapore/rooms/property/jalan-asas-landed-REbC8sVEPCFKmZg2pmWJRk
Fuyong Estate,"1, Jalan Uji, Bukit Panjang, Northwest, 678048, Singapore",1.358096,103.768433,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.404732167,4.856786009,1500,Semi-D,Common room,300,FULLY FURNISHED,07/09/2023,https://99.co/singapore/rooms/property/jalan-asas-landed-2UWhvkKQCKkrCpGm8djPey
Fuyong Estate,"1, Jalan Uji, Bukit Panjang, Northwest, 678048, Singapore",1.358096,103.768433,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.404732167,4.856786009,2000,Semi-D,Common room,150,FULLY FURNISHED,01/09/2023,https://99.co/singapore/rooms/property/jalan-tumpu-landed-HJQEXNcrB38eobK2NXAs6x
27 Hume Ave,"27, Hume Avenue, Bukit Batok, Southwest, 678048, Singapore",1.3553648,103.767268,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.224305693,2.691668313,1688,Condo,Master room,230,FULLY FURNISHED,14/09/2023,https://99.co/singapore/rooms/property/hume-park-ii-condo-6Yyn5QRFvNdPkczWkZNFRw
67 Hume Ave,"67, Hume Avenue, Bukit Batok, Southwest, 598749, Singapore",1.3574305,103.764383,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.616259564,7.395114773,1900,Condo,Master room,200,FULLY FURNISHED,29/08/2023,https://99.co/singapore/rooms/property/hillview-green-condo-fTtEuNEHewLEBxCFauXzbJ
67 Hume Ave,"67, Hume Avenue, Bukit Batok, Southwest, 598749, Singapore",1.3574305,103.764383,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.616259564,7.395114773,1800,Condo,Whole unit,1000,FULLY FURNISHED,07/09/2023,https://99.co/singapore/rooms/property/hillview-green-condo-hzrmwZnk7QaaSbA7mSLod9
345 Upper Bukit Timah Rd,"345, Upper Bukit Timah Road, Bukit Batok, Southwest, 588192, Singapore",1.3527768,103.7676934,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.248774893,2.98529872,2500,Condo,Common room,120,FULLY FURNISHED,15/09/2023,https://99.co/singapore/rooms/property/the-hillside-condo-d7bmxtmQhLeDshrLyLRCFp
345 Upper Bukit Timah Rd,"345, Upper Bukit Timah Road, Bukit Batok, Southwest, 588192, Singapore",1.3527768,103.7676934,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.248774893,2.98529872,1800,Condo,Common room,100,FULLY FURNISHED,15/09/2023,https://99.co/singapore/rooms/property/the-hillside-condo-TQ8YuxFRvbjXbK3TgHsNrK
50 Jln Jurong Kechil,"Jalan Jurong Kechil, Highgate Park, Hillview, Southwest, 598668, Singapore",1.3466095,103.7669941,Bukit Batok,West,HUME MRT STATION,1.354517608,103.7690992,0.909946589,10.91935907,1600,Condo,Common room,100,FULLY FURNISHED,08/09/2023,https://99.co/singapore/rooms/property/jk-building-condo-djxGWfRgPKVpMnRS9LcTD7
51 Hindhede Walk,"51, Hindhede Walk, Springdale Condominium, Bukit Panjang, Northwest, 587976, Singapore",1.34894835,103.7716636,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.681737855,8.180854254,1600,Condo,Master room,120,FULLY FURNISHED,18/09/2023,https://99.co/singapore/rooms/property/springdale-condominium-condo-TipGXiQ9JhfWtggHQBF3oX
51 Hindhede Walk,"51, Hindhede Walk, Springdale Condominium, Bukit Panjang, Northwest, 587976, Singapore",1.34894835,103.7716636,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.681737855,8.180854254,1300,Condo,Common room,150,FULLY FURNISHED,29/08/2023,https://99.co/singapore/rooms/property/springdale-condominium-condo-hjet2jk8YHUk5taSQsGw2R
53 Hindhede Walk,"53, Hindhede Walk, Springdale Condominium, Bukit Panjang, Northwest, 587976, Singapore",1.3487644,103.7722028,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.726828436,8.721941235,1300,Condo,Common room,120,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/springdale-condominium-condo-G44YF7gzhm34LxZtkaTyfm
53 Hindhede Walk,"53, Hindhede Walk, Springdale Condominium, Bukit Panjang, Northwest, 587976, Singapore",1.3487644,103.7722028,Bukit Panjang,West,HUME MRT STATION,1.354517608,103.7690992,0.726828436,8.721941235,1900,Condo,Common room,120,PARTIALLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/springdale-condominium-condo-hwDn3yU4qetERrcGPRbPc9
Tampines Road,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore",1.3752511,103.9199659,Paya Lebar,East,BAKAU LRT STATION,1.388092704,103.9054391,2.15561057,25.86732684,1800,Terraced House,Common room,250,FULLY FURNISHED,17/09/2023,https://99.co/singapore/rooms/property/tampines-road-landed-2cEjV5BsuaWjiCToU6yUxd
109 Tampines Rd,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore",1.3752511,103.9199659,Paya Lebar,East,BAKAU LRT STATION,1.388092704,103.9054391,2.15561057,25.86732684,2200,Condo,Master room,220,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/fortune-park-condo-2XHvM6TwqjK9deZSRfjxpB
115 Tampines Rd,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore",1.3752511,103.9199659,Paya Lebar,East,BAKAU LRT STATION,1.388092704,103.9054391,2.15561057,25.86732684,2200,Condo,Master room,200,PARTIALLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/trilive-condo-iLX5CyroMwRPnxXFfb5hzq
109 Tampines Rd,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore",1.3752511,103.9199659,Paya Lebar,East,BAKAU LRT STATION,1.388092704,103.9054391,2.15561057,25.86732684,2200,Condo,Common room,180,FULLY FURNISHED,05/09/2023,https://99.co/singapore/rooms/property/fortune-park-condo-dzBsD2M3y9EFrxHhFSsFvi
115 Tampines Rd,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore",1.3752511,103.9199659,Paya Lebar,East,BAKAU LRT STATION,1.388092704,103.9054391,2.15561057,25.86732684,1900,Condo,Master room,250,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/trilive-condo-Uofps7Ww5ejUreDrEAVdKM
134 Rivervale Street,"Rivervale Street, Rivervale, Seng Kang, Northeast, 542124, Singapore",1.3886515,103.9028916,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.2899225,3.479069997,800,HDB,Common room,150,FULLY FURNISHED,19/09/2023,https://99.co/singapore/rooms/property/134-rivervale-street-hdb-cKdFpXBWhzhe6Sfja8SbQb
130 Rivervale Street,"Rivervale Street, Rivervale, Seng Kang, Northeast, 542124, Singapore",1.3886515,103.9028916,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.2899225,3.479069997,1000,HDB,Whole unit,1076,PARTIALLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/130-rivervale-street-hdb-Y2LxzLoSjCCgtXvhQ8e5HW
125 Rivervale Street,"Rivervale Street, Rivervale, Seng Kang, Northeast, 542124, Singapore",1.3886515,103.9028916,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.2899225,3.479069997,950,HDB,Common room,100,FULLY FURNISHED,10/09/2023,https://99.co/singapore/rooms/property/125-rivervale-street-hdb-9wrBgXQagUuUK44daqApDW
121 Rivervale Drive,"121, Rivervale Drive, Rivervale, Seng Kang, Northeast, 540121, Singapore",1.38681615,103.9045233,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.174676859,2.096122304,900,HDB,Common room,200,FULLY FURNISHED,08/09/2023,https://99.co/singapore/rooms/property/121-rivervale-drive-hdb-d8mmNU6NcsJkkZUy2pwQFC
123 Rivervale Drive,"123, Rivervale Drive, Rivervale, Seng Kang, Northeast, 540123, Singapore",1.3865903,103.9032195,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.29797043,3.575645163,550,HDB,Common room,90,FULLY FURNISHED,31/08/2023,https://99.co/singapore/rooms/property/123-rivervale-drive-hdb-EeS6rYxpv8A4tCsrZKdegK
124 Rivervale Drive,"124, Rivervale Drive, Rivervale, Seng Kang, Northeast, 540124, Singapore",1.3875847,103.9021516,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.369788578,4.437462935,920,HDB,Common room,130,FULLY FURNISHED,30/08/2023,https://99.co/singapore/rooms/property/124-rivervale-drive-hdb-QAoMH4uqbbLJGak4p4yGA7
144 Rivervale Drive,"144, Rivervale Drive, Rivervale, Seng Kang, Northeast, 542164, Singapore",1.38935325,103.9057671,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.144832005,1.737984064,900,HDB,Common room,100,FULLY FURNISHED,15/09/2023,https://99.co/singapore/rooms/property/144-rivervale-drive-hdb-jW77VqNr4f5T9geSoR79Wn
120B Rivervale Drive,"120B, Rivervale Drive, Rivervale, Seng Kang, Northeast, 541123, Singapore",1.38579775,103.9044596,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.277446947,3.329363364,1100,HDB,Common room,120,FULLY FURNISHED,18/09/2023,https://99.co/singapore/rooms/property/120b-rivervale-drive-hdb-QiyBe9xqJjPbhjFabAbf8Q
133 Rivervale Street,"133, Rivervale Street, Rivervale, Seng Kang, Northeast, 542124, Singapore",1.3887979,103.903443,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.235343544,2.824122527,850,HDB,Common room,120,FULLY FURNISHED,02/09/2023,https://99.co/singapore/rooms/property/133-rivervale-street-hdb-F3cVXhUAgDGAnyuLn9pMRw
157C Rivervale Crescent,"157C, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 542163, Singapore",1.3878584,103.9077741,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.260872037,3.130464445,1499,HDB,Common room,150,FULLY FURNISHED,29/08/2023,https://99.co/singapore/rooms/property/157c-rivervale-crescent-hdb-6vYXBktHVPtMHxAuD69RRy
158A Rivervale Crescent,"158A, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540164, Singapore",1.3887755,103.9068657,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.17582575,2.109908998,950,HDB,Common room,200,FULLY FURNISHED,19/09/2023,https://99.co/singapore/rooms/property/158a-rivervale-crescent-hdb-FFdr5ZWNK2NusDBABGqUgP
158A Rivervale Crescent,"158A, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540164, Singapore",1.3887755,103.9068657,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.17582575,2.109908998,950,HDB,Common room,150,FULLY FURNISHED,15/09/2023,https://99.co/singapore/rooms/property/158a-rivervale-crescent-hdb-jugr2u5xYVwNd5h46vnAPM
158A Rivervale Crescent,"158A, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540164, Singapore",1.3887755,103.9068657,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.17582575,2.109908998,850,HDB,Master room,133,FULLY FURNISHED,06/09/2023,https://99.co/singapore/rooms/property/158a-rivervale-crescent-hdb-XocRoBAnCzGBpKUcAKusnV
158C Rivervale Crescent,"158C, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540164, Singapore",1.3882593,103.9070417,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.179109151,2.149309807,950,HDB,Common room,120,FULLY FURNISHED,07/09/2023,https://99.co/singapore/rooms/property/158c-rivervale-crescent-hdb-PWXwvcxtiyKgwAi7ysqjsa
158C Rivervale Crescent,"158C, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540164, Singapore",1.3882593,103.9070417,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.179109151,2.149309807,990,HDB,Common room,100,FULLY FURNISHED,01/09/2023,https://99.co/singapore/rooms/property/158c-rivervale-crescent-hdb-WGrpnVNyZ4sU4u2FLMJeHr
178A Rivervale Crescent,"Rivervale Arc, 178A, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 543178, Singapore",1.38908275,103.9097503,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.491729852,5.900758219,800,HDB,Common room,150,FULLY FURNISHED,17/09/2023,https://99.co/singapore/rooms/property/178a-rivervale-crescent-hdb-TRWAbX4m7JbFAstZJzofwR
178A Rivervale Crescent,"Rivervale Arc, 178A, Rivervale Crescent, Rivervale, Seng Kang, Northeast, 543178, Singapore",1.38908275,103.9097503,Seng Kang,North-East,BAKAU LRT STATION,1.388092704,103.9054391,0.491729852,5.900758219,850,HDB,Common room,100,FULLY FURNISHED,16/09/2023,https://99.co/singapore/rooms/property/178a-rivervale-crescent-hdb-GXP86Ztcs8L2u2GyTcrouG
